Timestamp,Label
1741815858.3137667,Lecture Started
1741815860.9294648,Lecture Paused
1741816038.3759153,Lecture Started
1741816642.1905866,Lecture Paused
1741816952.3703125,Lecture Started
1741816983.2492528,Lost Focus
1741816987.2156165,Focused Again
1741817557.4692614,Lecture Paused
